Score,Time,Summary,Text,Sentiment,AI_Sentiment_Score,AI_Sentiment
4,2011-09-24,Pooch loves them...breath and teeth are nice,My puppy loves them. She burns through them like nobody's business and they give her a softer stool but she really goes nuts for them. She has no tartar and nice breath though,Positive,0.1612,Positive
1,2012-05-28,Should have tried one first,"I bought these through another site. The picture of the bag composting was very convincing, but now that I've used them I can say that they don't compost per statement.  I have used these bags to collect food scraps to take over to my compost bin.  Over a year later they are still there.  I had my husband cut an opening of our compost bin thinking I could get some finished compost out on the very bottom. The plastic tears easier now but still in one piece, was thinking it wouldn't be identifiable.<br /><br />UPDATE I found info regarding ""compostable"" at plasticsindustry.org and here's a paragraph of what ""compostable"" means: ""In order to breakdown, compostable bags must be sent to an industrial composting facility, not backyard piles or municipal composting centers. There are very few of these facilities in the U.S. and where these facilities are not available, compostable bags will sit in landfills because they<br />can't be recycled.""  Shocking or what?!",Negative,0.5961,Positive
3,2011-06-25,Play with your food!,"I loved the ""gooey"" cookie line when they first came out. This edition has a nice chocolate-ish flavor but there's nothing 'chewy' about it. The cookie is too gooey to have a texture and all the cookies within the same compartment just smooshed together forming a cookie blob. This brings up the best use for a package of these cookies--if parents of a preschooler have ticked you off, give their kid a package of CHIPS AHOY! CHEWY GOOEY CHOCOFUDGE..and tell the little angel to make a monster cookie blob to eat and play with! If you are still of an age to play with your food this would be the cookie of choice to smear on the walls and mash on your face.<br /><br />(Seems kind harsh on the parents--if they have a preschooler, don't you think they've been punished enough?)<br /><br />The other ""issue"" is the crumbs. These cookies don't stand up to the rigors of the real world. About one third of the mass of the cookies in each compartment was disintegrated into crumbs. The crumbs don't have much flavor and they won't stick to the walls. What's the state of junk food coming to?<br /><br />No nutritional value, great sugar buzz and a high potential to make a mess--what's not to love here?",Neutral,0.9095,Positive
5,2011-11-05,long time lover of Tiger Sauce,"I have been using Try Me Tiger Sauce for many years now and cannot just buy one bottle at at time.  I use it on meatloaves, in soups and stews and on Mexican fare.  I love this stuff and cannot be without.  The order arrived promptly and correctly, a good thing.  Will buy it here again<a href=""http://www.amazon.com/gp/product/B000UUH0US"">TryMe Original Tiger Sauce - 10 oz</a>",Positive,0.8555,Positive
5,2012-02-11,Finally found it!,"Been looking around for some time to find authentic Thai tea and this is the best, just like they serve in the better Thai restaurants. I make it like I do coffee, in my coffee maker, and it's great hot or cold. If you like Thai tea, this is how you make it at home!",Positive,0.9583,Positive
5,2010-04-22,Delicious and good for you!,"These are organic super yummy tortilla rounds.  I really like them.  They are on the salty side, but that's good for me.",Positive,0.8554,Positive
5,2012-01-16,I now carry Mio with me at all time!,"I can not say enough about this product. My desire for tea and soda has been replaced buy this little bottle. Just one squirt in my water and I am on cloud nine. This flavor is great, but so are the rest. I have actually tried mixxing them together and have come up with some great combinations. If you ever want a healthy alternative to a sugarry drink than Mio is it!",Positive,0.9365,Positive
4,2012-06-11,A tasty treat on a hot Summer day,"I've tried both this and the same company's Caffe drink...I preferred this which is less bitter and is smoother.  It did taste good on a warm Indiana day, but I doubt that I'll be a regular consumer, preferring freshy brewed coffee.  It's sure worth a try though.",Positive,0.4012,Positive
4,2012-06-28,good but not as great as the smaller packs,The larger bags of these are not as good as the smaller bags. Even my 2 year old agrees. The pieces are smaller and there's not as much seasoning on them as the 3oz bags or whatever size the smaller ones are. It won't take long for us to eat these but we will buy the smaller sizes from now on. Sad because these were a little less in cost. Oh well.,Positive,-0.422,Negative
3,2010-01-27,Mexican pizzaz,Good coffee but not what I expected.  Lacked the flavor burst that was missing.,Neutral,-0.2144,Negative
4,2012-02-19,"Great taste, grainy texture","I was craving brownies, but am not eating wheat, so I bought a box of Hodgson Mill Gluten-Free Brownie Mix to try.<br /><br />You need to add a stick of melted butter, water, egg, and vanilla.<br /><br />This mix is very thick (thicker than any wheat-based brownie mix I've ever had).  Luckily I have a Kitchen Aid stand mixer, which powered through the thick batter with ease.<br /><br />I used a cake pan so I'd have thinner brownies.  The batter isn't the easiest to spread, but I recommend a greased spatula for easier spreading.  The brownies will bake up looking just as the batter did when you put the pan in the oven.  This means that if you have lumps sticking up, or if the batter is uneven, it'll stay just like that.<br /><br />Definitely grease the bottom of your pan.  Even so, they still tend to stick, especially if at all over-done.<br /><br />As far as flavor, it's not bad.  Nice and chocolatey, a little buttery, too.  Nice and sweet.<br /><br />The texture is what you have to get used to.  These brownies are grainy and gritty.  They're not chewy and gooey like a lot of wheat-based brownie mixes.  Really, these are a great treat for those on a wheat-free or gluten-free diet, but for those who can eat wheat, stick with regular brownies.",Positive,0.9758,Positive
4,2011-02-16,Pumpkin Spice K-cup,"Actually ordered these K-cups for my daughter who likes them. I kept a couple of them to try and although I'm not big on flavored coffee, I kind of like this taste once in awhile. Probably would not buy a whole box for myself but keeping a couple of cups around is good for me. I think this is a taste that you would either like or hate. But I can see how it's really different from the sweeter flavored ones.",Positive,0.4791,Positive
5,2011-11-03,Damaged Goods,"yesterday, Nov. 2, 2011, we received a carton - contents being (3) three 24-can packs.<br /><br />this carton was very loosely packed - one small roll of airbags, which didn't make the 3 pkgs. stay tightly together. as a result, one pack of 24 cans was dented - even one can was opened from the pressure of the cans being thrown against each other.<br /><br />I was quite surprised at the condition it was in. we receive many cartons from Amazon.com - - all of them previously have arrived in perfect condition; thus my surprise at the less than perfect shape. just wanted to let you know, someone isn't doing their job.<br /><br />Betty A. Hittle",Positive,0.8588,Positive
4,2011-02-02,Delicious Gluten Free Pierogi,"After going gluten free, I so missed pierogi. Conte's does a great job with this GF version. Boil for a while, then switch the pierogi to a pan with onion, butter and pepper and fry it up for a while. I personally find boiling them longer to make them very soft, and them crisping them up in the frying pan. Delicious. Almost as good as the real thing!",Positive,0.9031,Positive
5,2012-06-03,Great chips with very low sodium,"Only 5mg sodium per serving, chips are crisp.  I sometimes will dip in a low salt ketchup and that adds a bit to the flavor.",Positive,-0.2732,Negative
5,2012-09-04,Great but better before caramel was added,This candy was amazing growing up. After they added the caramel it was still good but I would cut the caramel off the top so I could get back a bit of old flavor that was in the candy. If Hershey went back to the original recipe I would definiely buy it from Amazon. Its a shame Hershey keeps messing with what was once a great idea!,Positive,0.8762,Positive
5,2010-09-12,CH-CH-CH-CHIA :),"After reading the book ""Born to Run"" -I had to try these little seeds. I have to say I was pleasantly surprised by the energy and hydration they provide during extended cardio workouts. I have noticed that at the time my body normally quits, it seems to keep on going after having consumed Chia earlier in the day. I cannot conclusively say it is because of the Chia seeds but nothing else in my diet or exercise routine has changed.<br /><br />They taste great simply with some water and sugar, or sprinkled on top of a salad. I highly recommend for anyone hiking, running or performing any extraneous activity.",Positive,0.9392,Positive
5,2011-06-01,Delicious!  Dr. Pepper BBQ Sauce,"This bbq sauce is absolutely delicious.  I have shared this with my friends, and now they are buying it.",Positive,0.8676,Positive
5,2012-04-25,Creamy Goodness,"Love this stuff. Can't really tell the difference between lite and regular. Love the convenience, especially for those days when I run out of milk in the morning.",Positive,0.8555,Positive
5,2011-03-08,Never tasted something like this before...,"My wife and I are coffee fans, after tasting Caffe Bomrad decided to sell our Nespresso machine in ebay. This product is absolutely unique, you haven't tried the best coffee ever if you didn't try Bomrad's Torino yet.",Positive,-0.5216,Negative
5,2011-04-16,Great balance of flavor,"We love flavored syrups in our lattes and coffee and we make Italian sodas at home.  Torani syrups are second to none.  We have tried the Davinci and the Monin brands, but we always come back to Torani.  The flavor is well balanced; it enhances your beverage, it does not overpower it!",Positive,0.6749,Positive
5,2011-03-04,Yummy !,"We live in a remote area and cannot find this type of product anywhere. Company quickly filled my order and we were able to enjoy.  Product is MUCH BETTER than a lame substitute I found in an Asheville, NC supermarket... this is tasty (altho I knew to add white wine to make it smoother - the package never mentioned that !) and you will enjoy a quick fondue meal...",Positive,0.8188,Positive
4,2010-06-21,Nice after increasing the dosage,"This is a good product (good quality Kava root - no stems or leaves - and nice tasting), but you have to use at least 2 tea bags to get the feeling you would get from traditional Kava (relaxing and elated feeling).  As far as convenience goes this is an easy way to get Kava but the increased number of bags used factors into the cost.",Positive,0.9497,Positive
4,2008-11-03,redskin peanuts,"very good, large redskin peanuts, shipping seams to shake loose an awful lot of the redskins leaving a huge amount to sift thru to get to the actual peanuts, but they were fresh and very tasty. Suggestion wrapping cans in thick, thick bubble wrap.",Positive,0.4012,Positive
1,2010-10-05,AWFUL TASTE,"Unless you really really really like vinegar - AVOID! Those chips should have been called ""Vinegar and Sea Salt"" - not ""Sea Salt and Vinegar"".",Negative,0.1104,Positive
4,2012-03-19,Spicy with a hint of lemon and honey,"Old Kili's Instant Ginger Lemon Beverage Mix provided a spicy ginger drink with a hint of lemon and honey. I have acid reflux (GRD)and am fond of the more holistic treatments than constantly reaching for the tums. Ginger is one such holistic recommendation for GRD. It is also great for sore throats. Generally I drink a Thai ginger drink (Hotta)which isn't quite as spicy, but has no sweetener added to it. Kili's is a great alternative. Warning--if you are not familiar with drinking ginger drinks--this one has some serious kick to it! However, if you like spicy then you'll love this!",Positive,0.953,Positive
5,2012-10-03,Pretty Good!,The price per unit is pretty good for an item which is not so easy to find in local stores; the expiration date is about a year out which also gives enough time for the product to be consumed.,Positive,0.4716,Positive
5,2011-06-22,wonderful,The attractive scene on the can caught my attention while cruising a small gourmet grocery. I'm an avid fish eater and was curious to try these.  They are wonderful. I love smoked fish and these beat any standard sardine I've ever tried.  I wish Amazon offered them in multipacks with free shipping - I'd buy a bunch.,Positive,0.9682,Positive
5,2010-03-27,Great Tea!,"This is wonderful, strong English tea.  It's fantastic with milk and sugar.  I have several friends who are always trying to make off with bags of it when they come visit.  Absolutely better than anything I have available locally; more than worth the bother of ordering it...which isn't really a bother at all with the subscribe option.",Positive,0.9357,Positive
4,2011-03-11,5 hour energy,"I won't spend a bunch of time repeating what others say - just reiterate - If you need constant energy boosts, you probably have some vitamin deficiency or a job that isn't providing enough enriching growth and fulfillment (too deep?) but if I have to slug through a few hours, this stuff works for me.<br /><br />It kind of just refreshes my perspective, not really boosts like i'm going to run a mile. I feel it less nervous than I do from a can of Monster Low-Carb.  Does make my heart beat a little more noticeable - which to me just screams ""DO SOMETHING instead of sitting here watching TV or typing amazon reviews"".<br /><br />It has sucralose in it (as does Monster Low Carb) which i think stinks. i'd rather just have a few grams of sugar than artificial anything so i don't drink it too often (though the sucralose is probably minimal since it's not a big drink) - on a side note - check out Xylitol from birch (not corn) if you want a supposed awesome alternative to sugar and sweeteners. Tastes just like sugar, comes like white sugar but none of the bleaching. No insulin issues, no tooth decay. on and on benefits and all natural.<br /><br />Back to the 5 hour - well, i like the berry flavor the best, so I buy that one.  the rest are tolerable to me with a slight eye squint of sweetener at the end of the glup - reminds me of Smarties candy from Halloween.<br /><br />Tried a few others and this one seems to work well for me without the cracky jitters.  Never done more than 1 in a day though.",Positive,0.675,Positive
5,2009-06-01,Wow!  These are incredible!  Love them!,"The packaging and process of making these awesome chips caught my attention.  I also read the one review and decided to order these on the monthly shipment to save money because they're a little expensive.  The banana chips are absolutely delicious.  I have never had anything quite like them.  They're crispy, packed with flavor, and healthy!  I can't wait to try the rest of Danielle's line.  My family loves them, too.",Positive,0.9673,Positive
2,2012-06-16,"Dry. No matter how it was prepared, dry, course, lumpy, clumpy","Very dry, difficult to find that happy-place with this product.<br />I grew up in a Greek restaurant, I know food.........this product have us problems. Maybe missing quality-control, storing issues? Not sure.<br />There's far better products available for the money.",Negative,-0.5829,Negative
4,2011-11-28,A great late night snack!,"Raisin Bran Crunch is a great late night snack or a morning breakfast! Once in a while, when I just want something to eat after dinner, kind of a late night snack, while watching TV before going to bed, these really work. Not too heavy and I really like this cereal. It is sweet enough without adding any sugar, but not as sweet as kid's cereals like fruit loops or frosted flakes. The 2.8 ounce cups are just right, but they are bigger than they look. A good buy for the price.",Positive,0.9547,Positive
5,2009-02-20,Excellent quality!,"Okay, I have to take time to go through millet taking out inclusions, but it is great quality and very tasty. Love it and all Barry Farm grains!",Positive,0.9394,Positive
5,2008-11-09,Incredibly quick shipping!,"We did have expedited shipping, but everything came quick, and it was delicious! Great value, thanks!",Positive,0.9649,Positive
1,2009-09-24,Odd Texture and Taste,These are not particularly sour and the texture on your tongue is like chalk. There isn't any nutritional information for calorie and sugar content. So bad that I won't even try to give them away. I wouldn't want to ruin a child's Halloween!,Negative,0.2141,Positive
4,2009-06-03,"Delicious, but Difficult to Eat!","""Back to Nature"" Chocolate Delight Granola was certainly a pleasant surprise.  I have always been a fan of granola bars, oatmeal, and, of course, chocolate, but I never expected to enjoy this food quite as much as I did.  The taste is not merely the blandness of oats or the sugary sweetness of the chocolate but a wonderful combination of the two, neither of which comes across as overpowering but as a subtle, healthy snack for one to eat.  If you are interested in this product, you might also be most interested to note the excessive fiber content, which is another of granola's additional benefits.<br /><br />Any complaint I have regarding the product is purely logistical.  Let's be honest: eating loose, bulk granola isn't easy.  I dropped as much on my floor as I put in my mouth.  I suppose the most effective method of eating the granola would be to put it in a bowl and spoon it like cereal, but that eliminates the ability for the product to be carried around for a snack, taken camping, etc.  While one cannot as easily control the portion size of granola bars, they remain a much easier and more effective method of consumption than loose granola.",Positive,0.9884,Positive
5,2008-01-13,WOW!,"These candies are the best!  I bought them as a gift and they were ""sweetly"" received.",Positive,0.8122,Positive
5,2010-04-15,Truth in advertising...,"When a company states something outrageous on a product's packaging, I want it to be true--or else why say it? Here's the statement, which concludes a brief descriptive paragraph of Tazo Calm's delicate complexity: ""There's also a bit of magic involved, but it's really nothing we can talk about.""<br /><br />I love such bold, yet subtle braggadocio--""a bit of magic involved"" just sets up, well, a strong mental suggestion (reaction?). Since I'm of the fey people, I had to taste this magic! Had to! I was/am not disappointed! I love this tea. Allow me to count the ways:<br /><br />*Since it is herbal tea, milk or cream is not necessary, nay insulting. Just as a drop of water opens up the complexity of a good scotch, a very small amount of sugar/sweetener opens up the complex subtlety inherent in this blend of chamomile, hibiscus, lemongrass, rose petals, blackberry leaves, licorice root, sarsaparilla, lemon balm leaf. Not surprisingly, then, Tazo Calm suggests a fine, subtle scotch on the tongue. I love this connection with my favorite spirit!<br /><br />*Even the color of the brewed tea appears subtle. To begin, there's the regular brown color of tea. Add a hint of rose from rose petals, and the magic (in this case) is explained. Perhaps...<br /><br />*In addition to the subtlety of scotch, there's also a hint of exotic. What has a more exotic flavor than blackberries (my favorite fruit flavor)?<br /><br />Perhaps Tazo Calm doesn't present a history to other tea drinkers, but Tazo and I--we connect, oh we connect (as George Castanza would say) Yet another connection!<br /><br />Tazo Calm also works as a relaxer. How and why, I don't know, maybe the chamomile? At any rate, Tazo Calm is a wonderful tea to have in the tea section of your pantry, at the ready for those uncomfortable times when sleep eludes. My tea is kept in its own separate drawer.<br /><br />So, really, why does Tazo Calm work? I think it's that ""magic"" at play....",Positive,0.9973,Positive
5,2009-12-14,Shipping ??,"Excellent quality of course and delivery correct.<br />This is the second time I've ordered this article.  The first time, only a few weeks ago, I remarked with pleasure in the requested feedback that the shipping fee was very reasonable.  This time, the shipping had almost doubled in price!!<br />Morality, maybe I should have kept quiet ... lol!",Positive,0.9017,Positive
5,2011-02-16,Fun to play with your cat & keep your hands safe!,"Whenever I play with my cat my hands are always getting scratched. This glove  is a heavy canvas with long fingers so when the cat grabs at them your own hands receive minimal damage. There is a long spine (maybe plastic) in each finger which keeps each finger straight and the toys are actually attached with a retracting elastic cord so the cat can grab the toy, pull it out and chew on it, and then the toy snaps back to the finger tip. I've seen that the toys are replaceable too so when they get worn out (or eaten up) you can get new ones. I have a few toys by Fat Cat and they hold up well to play and washing, and I enjoy the color. Amazon has the best price and if you have Prime you don't pay shipping.",Positive,0.8956,Positive
4,2011-02-27,Good figs,"I love real figs and really wanted to be able to have some small size ""healthier"" snacks to carry with me when I travel.  Love the size and how they are wrapped so well.  It is great to just throw these in my computer bag, suitcase or purse when I head out the door.  Even though I love so many of Oskri's products, these are not my all time favorite; yet I'm not quite sure why.  I like figs as an ingredient in other bars and when they are fresh.  I think what these are missing are the little seeds like regular figs have and I personally love the little seeds.<br /><br />All in all these bars are really handy and quite good if you like figs - without the seeds.  Another real bonus besides the small snack size is the packaging.  Packaging like this is great to keep on a shelf in our house or to keep at work.  Makes healthy snacking easy - just keep bottom open and grab-and-go.  Snacks like these would be great to have around for kids because the size isn't so large (reduce risk of obesity) and the packaging looks really appealing and fun - so kids would be more inclined to grab these instead of candy.",Positive,0.996,Positive
5,2008-12-20,Cats with arthritis,"These do not look or smell very appetizing, but Casper loves them. He has been having his statutory 2 a day and wants more. He has found where they are stored and has demolished 3 paper towel rolls in an effort to get at the bags.<br />I haven't seen a dramatic improvement in his legs yet, but it does seem he is not limping quite so much. Time will tell. ***UPDATE**** Time did tell - NO MORE limping - brilliant!!!",Positive,0.8161,Positive
4,2012-04-21,Not bad - Had better - I'd buy it again,"The flavor of the the Fog Chaser is pretty good. Bold, yet not ""too"" strong.<br />The cup design seems to work/brew okay, just maybe allows for a small amount of ""fines"" to sneak into the coffee cup.<br />The price is attractive and makes it a ""re-buy"" if I'm running low on Coffee People Donut Shop...<br />These need to be kept in a air tight container. I use a zip baggie.",Positive,0.886,Positive
4,2010-10-21,Good Product,"I use this to make my own homemade baking poweder.  This is a great product, but a bit expensive.  I haven't decided if it's worth the extra expense yet, and that is why I gave it 4 stars instead of 5.",Positive,0.5994,Positive
5,2012-09-09,Good life recipe indoor formula Works great,"we have successfully been feeding our 2 cats this for about 6 months now comparing this brand to similar brand in this category I would say it exceeds all expectations it is not a high priced <a href=""http://www.amazon.com/gp/product/B000XKCCV2"">Blue Buffalo Indoor Cat Dry Food, Chicken and Brown Rice Recipe, 15-Pound Bag</a> such as that one at 3 dollars a pound but it is a very reasonable middle of the road cat food for about the same price as cheap cat food so that being said my wife and I are both extremely satisfied with our purchase",Positive,0.7383,Positive
5,2008-06-22,Very yummy.,I bought these along with the Razzmatazz drops and the cinnamon is very good also. The flavor is just strong enough that you get a good idea that it is cinnamon your eating. I like eating one of these right after a meal to get the minty feel in my mouth.  I like the idea that I can still satisfy my sweet tooth and feel good that there isn't any really bad stuff in this product. I'm looking forward to trying many of the other flavors that YummyEarth has come up with! Enjoy!,Positive,0.983,Positive
5,2010-07-14,Great Stuff,I LOVE THIS SYRUP!!!  I USE IT IN COKE ZERO & TEA.  DON'T THINK I WANT TO GO WITHOUT IT!!!!,Positive,0.7308,Positive
5,2012-04-07,Amazing product!,"I rescued a 14 week old puppy the first week of December. They fed him purina puppy at the rescue (who can blame them). After two days he came down with K9 influenza and was on all sorts of medicine. We had to give him water with a turkey baster. After almost a month of pills and force feeding him canned food, he kicked his virus, but because his body was still recovering and he was growing, he needed the best food he could get. I read about Taste of the Wild on a dog food review site and found it at a specialty store near my work. I got him a bag and he went CRAZY! I swear he could smell it through the bag! He now gobbles it down, then drags his dish across the kitchen begging for more! I swear, he can't get enough! This food increased not only his health, but his coat is beautiful, his energy level is back and he is finally acting like the puppy he didn't get to be! I truly believe this food helped him incredible. No fillers, no byproduct, it has everything he needs. Boomer gives it two paws up!",Positive,0.9563,Positive
5,2009-01-11,merguez sausages,Have you ever visited Paris? Eaten a sausage outside the Versailles Palace? French street food at its best. Takes me back to France every time I eat these yummy sausages. Now I must perfect the bun!,Positive,0.9178,Positive
5,2008-01-11,Love it!,"I have a 8.5 month old Aussie mix. She's about 42 lbs now. This food is magic!! I love it! She's never been ""food motivated"" and so she's always been a little reluctant to eat her kibble, but she honestly LIKES this stuff. She'll do tricks for it like it is a treat. More importantly, her poop is GREAT on this kibble. Finally, it's easy to pick up! This food is a godsend.<br /><br />We've previously tried Innova EVO, California Natural Lamb and Rice Puppy and Adult, and Canidae All Life Stages. Innova EVO gave her the runs, but she was a new puppy. (The pet food store said EVO was rich enough for puppies. My vet disagreed.) California Natural seemed better, but her poop was always so soft that it was messy to pick up, and she never really liked it. She liked the taste of Canidae better - so much so that she would pick it out when I mixed it with the Lamb and Rice. However, her poop didn't really improve until we shifted to Orijen.<br /><br />Magic. This stuff is magic, I say. Besides being the magic food for my dog, it's also made in Canada with almost all Canadian ingredients. From what I've read, they get rice from California and Lamb from New Zealand, but otherwise -- everything comes from farms in and around Alberta. No food recalls on this brand!<br /><br />One word of advice: like with all good dog foods, it's best to keep the bag tightly closed. It goes stale.",Positive,0.9944,Positive
5,2007-12-01,Great memories from home,Those sausages even not being Nuernbergers but Fraenkische bratwursts by shape and seasoning are delicious and will remain on my shopping list.,Positive,0.7227,Positive
5,2012-06-26,French roast is for me,"My fav is french roast, I mix with the semi sweet chocolate syrup and poor over ice then add up to 1 cup of milk for an iced mocha...... delicious!!",Positive,0.8011,Positive
5,2007-01-09,"Jack Links Beef Steak, KC Masterpiece BBQ Flavor, 2 Ounce Unit (Pack of 12)","This Customer is quick about sending out their product, this is the 2nd order of jerky I have received and will be ordering again in the near future.  Thanks",Positive,0.4404,Positive
5,2011-07-03,Addictive!,"I've tried many brands of cheddar popcorn and this is one of the best. I like the 2-ounce bags-they are supposed to be two servings, but I find them just right for a snack while watching a movie or at work in the afternoons. I'll be buying more.",Positive,0.5187,Positive
2,2012-01-05,Overpriced! Not what you are expecting.,"My main beef with this product is with the labeling.<br /><br />The box is labeled very deceptively. This goes double when inspecting the packaging from the Web (as you are doing now). ""10 bars"" is prominently displayed on the box. Lo and behold, once you open the box, only five bars are present. Upon further inspection, you see that printed in mice-type on the box is ""5 two count packages"". The net weight of the entire box is 7.4 ounces. That's less than one cup of granola. That's when you realize you've been had.<br /><br />You can buy a mega-size box of Nature Valley granola bars from a warehouse club for less money than the ""Pack of 2"" you'll find here. I mention Nature Valley because in a blind taste test you won't be able to distinguish that brand from these Clif bars.<br /><br />Seriously, if they are selling them for this much on Amazon, I'd be shocked and chagrined to see what they go for at the camping stores which is their retailer of origin.<br /><br />I consider myself embarrassed to have been duped so badly on this one. Clif has seriously damaged their brand credibility. Live and learn.",Negative,-0.9558,Negative
5,2011-04-07,Love these!,"I never thought I would ""subscribe"" to a snack mix, but I like these so much that I now have some on hand all the time thanks to Amazon's discounted subscription rate.  I feel silly recommending chex mix, but I'm sure there are some others out there besides me who are looking for a sweet and salty healthier-than-usual snack.  So, here goes...<br /><br />This mix has a great combination of chex cereal, pretzels, and these sweet swirly ""cookies"".  The pretzels are fine, the sweetened cereal pieces are very good, and those swirls...goodness, those swirls!  I open a bag and immediately start hunting down those swirls!  They are so good that I wish I could get bags of just the swirls.<br /><br />And Amazon, could you please start including nutritional information with the foods you sell?  Maybe even a scan of the nutritional label?  For those who care, here are some key figures: 1/2 cup serving, 8 per bag.  3.5g fat, no cholesterol, 21g carbohydrates, 1g fiber, 4g sugar, 2g protein.",Positive,0.9947,Positive
5,2010-04-26,chai tea,I love this chai tea and it is worth having to order it through amazon. Received in a timely manner and in good condition.,Positive,0.8658,Positive
2,2011-04-09,Bring Back The Pits!,"Amazon had featured the Peloponnese Whole Kalamata Olives in the same type of tubs.  These were delicious.  Then they stopped having those in stock and only offered the pitted olives.  Trust me, if you've tasted the whole olives, you won't be willing to eat these.  Because the pits are removed, the olives soak up far, far more of the brine.  Instead of a firm, meaty bite, you end up with most of the olives being shriveled and soft - like a fruit that has started to go bad.  And, while no one expects olives to be low-sodium, the pitted ones soak up so much that some of them actually taste as though you placed a teaspoon of salt in your mouth.  I think this brand has some of the highest quality and flavored olives - when you buy them whole.  The pitted ones were such a disappointment I threw the remainder away.  Please, Amazon, bring back the whole olives.  Meanwhile, I have gone back to my supermarket as source.",Negative,0.5423,Positive
5,2012-02-27,Love This Aerator,"The Vinturi aerator brings out all the wonderful flavors of even a moderately priced scotch single malt whisky.  As with there wine aerators, this is another great product from Vinturi.",Positive,0.8316,Positive
5,2011-10-06,Perfect little doggie treat!,"Awesome dog treat. Healthy, natural ingredients. Perfect little size for training treats. You can even cut them in half to make them smaller. My doggy loves them. Great product!",Positive,0.9709,Positive
5,2012-04-04,Carnation Instant breakfast,This is a great product for picky eaters & it's sugar free. Both of my children love it & it's good for them.....,Positive,0.9382,Positive
5,2012-05-23,AWESOME!,"My 2.5 year old APBT has a seriously senesitive stomach as well as a major allergy to fowl. After trying out a bunch of different foods, this is what is perfect for her! She no longer has irritated paws or itching, her coat is super soft and shiny (although that could be due to the grizzly salmon oil I put on her food morning and night) and her stool is perfect. I love this food for her! I just switched my 9 year old cattle dog mix over to it as well, and he has been doing great on it too!",Positive,0.9627,Positive
5,2007-05-28,If there were any more stars to give that 5 stars...,"I would give it.  This hot sauce is the best hot sauce that has ever been made with human hands.  To compare this to Tabasco is an utter mockery, but that is the most common ""hot sauce"" that most Americans have experienced, so that is the one that I will compare it to.  Anyone that would try to genuinely compare the two should have a CAT scan done.  A 7 out of 10 as far as hotness, Tapatio can go on anything that you need to make spicy and tasty.  Try putting a couple of squirts of this Mexican nectar in a bag of Doritos and you WILL NOT be able to put them down.  Buy the 32 oz. size, you will not regret it!",Positive,0.6416,Positive
5,2010-09-11,Buy it cheaper,My local Sams Club stocks the 24 pack cases of Monsters for $24.88<br /><br />May check and see....The low prices on Monsters is worth the $40 annual membership fee,Positive,-0.0516,Negative
5,2012-03-15,Full of Flavor!,"We made this soup along with the Kennett Square Mushroom soup for our wedding and they were a HUGE hit!! Full of flavor and very tasty, highly recommended! It's a stove top recipe but I have actually made it in a slow cooker too (just cut the water amount back about 20% for the slow cooker). It turned out great! Check out the Kennett Square Mushroom and Barely too, it's my husbands favorite! <a href=""http://www.amazon.com/gp/product/B0040WAFXQ"">Purely American Kennett Square Mushroom Barley & Wild Rice Soup, 10-Ounce Boxes (Pack of 6)</a>",Positive,0.9226,Positive
5,2011-02-06,Sweet Paprika - Good with Everything!!!,"First of all, there are two kinds of paprika - sweet and hot.  Both are delicious but the Szeged sweet paprika is more versatile than the hot kind (which is also awesome!). I have been using this spice for years and the Hungarian type is consistently better than any other type/brand.  Use this on meat, veggies, cassaroles, salad, baked bries, quiches, egg dishes, shrimp, pretty much anything.  I use this in soup all winter long, especially with gulyas levas (this is a traditional Hungarian soup though it is often confused with goulash) and czipetke.<br /><br />This product is the large restaurant size, which is the only size to have if you do any amount of cooking because once you try this you will love it's versatility!!!!",Positive,0.9801,Positive
3,2011-11-12,Kind Healthy Grains Vanilla Blueberry Clusters,"I tried these both as a snack and as a cereal.  As a snack, they tasted bland.  I was expecting more of the blueberry but I didn't get it.  Then I thought, maybe the milk would bring out the flavor, but it didn't.  Although a healthy snack, it didn't have the taste I was looking for and can always get a granola, flaxseed blend anywhere, if that's what I want.  Just average.",Neutral,-0.3479,Negative
4,2011-01-09,tasty !,"my family is a big fan of marzipan. and we have been looking for it in our area, couldnot find it. so best place to look was amazon. and we loved what we purchased. though we expected quantity to be a little bit more :-))<br /><br />timely delivery,good product, tasty and fresh.",Positive,0.9389,Positive
5,2009-06-08,Best powdered milk around,"I have been using Nido for several months now.  I wanted a powdered milk that would dissolve nicely in cold water and this one does it perfectly. I bought it originally for baking, but it has become so popular in my household that I don't even bother to buy milk or half and half anymore.  Great to drink alone or in your coffee and makes a tasty hot chocolate mix, better than any of those on the market today.",Positive,0.9639,Positive
5,2009-05-08,"Easy, Yummy Waffles!","When I got home from work yesterday, my new Presto Flip waffle maker and Golden Malted Waffle Mix were waiting for me.  I made a batch immediately. The recipe was so easy - egg, water, melted butter.  As I mixed it up, I was afraid the batter would be lumpy, but it smothed right out.  I just used a wire wisk and a few quick strokes - nothing strenuous.<br /><br />Wow! The waffles baked up crisp, golden, and delicious.  We ate them before I could even get them in the oven to keep warm.  My kids begged me to make more for dinner, so I did.  We'll be having waffles very often.  We love this mix (and the Presto Flip Waffle Iron!)",Positive,0.9555,Positive
